#,Filename,File extension,Path,Size,Date created
408,"04 Piano Sonata No. 1 in F# minor, Op. 11 - 1st Movt. 'Introduzione. Un poco Adagio - Allegro vivace'.wma",.wma,\Angel Voices- Anonymous 4\,"5,061,638",03 Mar 2014 15:38
409,"05 Notturno No. 1 in C major - 3rd movt., 'Adagio' and final movt., 'Finale. Presto'.wma",.wma,\Angel Voices- Anonymous 4\,"5,372,350",03 Mar 2014 15:38
410,"06 The Creation - Part Two, 'Vollendet ist das grosse Werk', opening.wma",.wma,\Angel Voices- Anonymous 4\,"5,611,358",03 Mar 2014 15:38
411,07 Second Rhapsody for Orchestra and Piano - opening.wma,.wma,\Angel Voices- Anonymous 4\,"3,681,084",03 Mar 2014 15:38
412,08 Symphony No. 3 - extract.wma,.wma,\Angel Voices- Anonymous 4\,"3,125,262",03 Mar 2014 15:38
413,09 Favus distillans.wma,.wma,\Angel Voices- Anonymous 4\,"6,639,162",03 Mar 2014 15:38
414,10 O quam preciosa.wma,.wma,\Angel Voices- Anonymous 4\,"6,842,344",03 Mar 2014 15:38
415,"11 String Quartet in E minor, Op. 121 - final movt., 'Allegro', opening.wma",.wma,\Angel Voices- Anonymous 4\,"3,854,420",03 Mar 2014 15:38
416,"12 Cello Concerto, Op. 129 - second movt., 'Langsam'.wma",.wma,\Angel Voices- Anonymous 4\,"4,063,548",03 Mar 2014 15:38
417,13 Fruhlingsstimmen.wma,.wma,\Angel Voices- Anonymous 4\,"5,808,482",03 Mar 2014 15:38
419,01 Sinfonia 4 - Part 1.wma,.wma,\Anton Bruckner - Sinfonia N. 4 - Romantica\,"21,275,194",02 Jul 2007 18:54
420,02 Sinfonia 4 - Part 2.wma,.wma,\Anton Bruckner - Sinfonia N. 4 - Romantica\,"19,082,932",02 Jul 2007 18:53
421,03 Sinfonia 4 - Part 3.wma,.wma,\Anton Bruckner - Sinfonia N. 4 - Romantica\,"15,092,120",02 Jul 2007 18:53
422,04 Sinfonia 4 - Part 4.wma,.wma,\Anton Bruckner - Sinfonia N. 4 - Romantica\,"24,952,816",02 Jul 2007 18:54
424,"01 Nell Gwyn, incidental music- Pastoral Dance.wma",.wma,\Around the World in 80 Minutes\,"4,783,746",24 Jun 2007 12:22
425,"02 Preludes (25) for piano, Op. 31- Doucement, Suite No 3.wma",.wma,\Around the World in 80 Minutes\,"2,368,416",24 Jun 2007 12:22
426,"04 La Pentola magica, ballet, P 129- Dance of the Tartar Archers.wma",.wma,\Around the World in 80 Minutes\,"3,576,378",24 Jun 2007 12:22
427,05 Memories of Childhood-- Butterfly in the Meadow.wma,.wma,\Around the World in 80 Minutes\,"3,844,778",24 Jun 2007 12:22
428,06 Hungarian Children's World- The Little Gypsy.wma,.wma,\Around the World in 80 Minutes\,"6,976,594",24 Jun 2007 12:22
429,"07 Suite (Serenade) for orchestra, Op 3- Adagio.wma",.wma,\Around the World in 80 Minutes\,"8,148,786",24 Jun 2007 12:22
430,"08 Stabat Mater for solo voices, chorus & orchestra, Op 53, M 60- Christe, cum sit hinc exire.wma",.wma,\Around the World in 80 Minutes\,"7,692,458",24 Jun 2007 12:22
431,"09 Symphony No. 5 in C, Op. 57- 'Rest'.wma",.wma,\Around the World in 80 Minutes\,"10,609,472",24 Jun 2007 12:22
432,"10 Trio for piano, violin & cello, No 2 in A, Op 64- Andante.wma",.wma,\Around the World in 80 Minutes\,"10,851,102",24 Jun 2007 12:22
433,"11 Pieces (3) for piano, Op.12- No.1, Prelude (Lento).wma",.wma,\Around the World in 80 Minutes\,"4,372,804",24 Jun 2007 12:22
434,"12 Enchanted Lake, for orchestra, Op 62.wma",.wma,\Around the World in 80 Minutes\,"11,692,004",24 Jun 2007 12:22
435,13 Singing the Night among Fishing Boats.wma,.wma,\Around the World in 80 Minutes\,"7,987,518",24 Jun 2007 12:22
436,14 Symphony No. 4 in C minor 'Pursuit of Happiness'- Excerpt.wma,.wma,\Around the World in 80 Minutes\,"10,752,650",24 Jun 2007 12:22
437,"15 Woodland Sketches (10) for piano, Op. 51- To a Wild Rose.wma",.wma,\Around the World in 80 Minutes\,"2,207,330",24 Jun 2007 12:22
439,"01 Winter Bonfire, suite for narrator, boy's chorus, & orchestra, Op. 122- The Departure.wma",.wma,\ASVitality  The Classical Sampler\,"3,915,804",24 Jun 2007 12:37
440,02 Mass 'Dum Sacrum Mysterium' for 10 voices- Gloria.wma,.wma,\ASVitality  The Classical Sampler\,"10,806,366",24 Jun 2007 12:37
441,"03 Symphony No. 29 in A major, K. 201 (K. 186a)- 4th Movement.wma",.wma,\ASVitality  The Classical Sampler\,"7,012,454",24 Jun 2007 12:37
442,"04 Exsultate, jubilate, motet for soprano & orchestra, K. 165 (K. 158a)- Alleluja.wma",.wma,\ASVitality  The Classical Sampler\,"3,844,862",24 Jun 2007 12:37
443,05 Sonata a quattro (String Symphony) No. 1 in G major- 3rd Movement.wma,.wma,\ASVitality  The Classical Sampler\,"3,549,554",24 Jun 2007 12:37
444,"06 Fantasie-Impromptu for piano in C sharp minor, Op. 66 (posth.), B. 87.wma",.wma,\ASVitality  The Classical Sampler\,"7,531,278",24 Jun 2007 12:37
445,"07 String quartet, No 1 In E minor 'From My Life'- 4th Movement.wma",.wma,\ASVitality  The Classical Sampler\,"8,229,350",24 Jun 2007 12:37
446,"08 Rustic Wedding, symphonic poem in E flat major, Op. 26- Serenade.wma",.wma,\ASVitality  The Classical Sampler\,"7,325,594",24 Jun 2007 12:37
447,"09 Totentanz (I & II), for piano & orchestra, S. 126 (LW H8)- Finale.wma",.wma,\ASVitality  The Classical Sampler\,"4,811,200",24 Jun 2007 12:37
448,"10 Violin Concerto in D major, Op. 77- 3rd Movement.wma",.wma,\ASVitality  The Classical Sampler\,"11,790,654",24 Jun 2007 12:37
449,"11 Slavonic Dance No. 15 for orchestra in C major, B. 147-7 (Op. 72-7).wma",.wma,\ASVitality  The Classical Sampler\,"4,784,234",24 Jun 2007 12:37
450,12 Work(s)- [Unspecified] Notturno.wma,.wma,\ASVitality  The Classical Sampler\,"9,732,572",24 Jun 2007 12:37
451,"14 La Vida breve, opera, G 35- Spanish Dance No. 1.wma",.wma,\ASVitality  The Classical Sampler\,"5,115,434",24 Jun 2007 12:37
452,"15 Gayane, ballet & concert suites- Lezghinka.wma",.wma,\ASVitality  The Classical Sampler\,"3,567,448",24 Jun 2007 12:37
453,"16 Etude for piano in C sharp minor, Op. 2-1.wma",.wma,\ASVitality  The Classical Sampler\,"4,632,082",24 Jun 2007 12:37
454,"17 Concerto for Clarinet & String Orchestra in C Minor, Op. 31- 3rd Movement.wma",.wma,\ASVitality  The Classical Sampler\,"11,522,202",24 Jun 2007 12:37
456,1 - Introduction.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","3,139,665",30 Jul 2008 22:12
457,"10 - Walking Right Down The Middle Of Main Street, USA.mp3",.mp3,"\Audio Guide to WDW - Main Street, USA\","42,122,719",30 Jul 2008 22:12
458,11 - The West Side Story.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","26,953,309",30 Jul 2008 22:12
459,12 - Closing Credits.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","5,789,527",30 Jul 2008 22:12
460,13 - The Crystal Palace.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","4,194,595",30 Jul 2008 22:12
461,14 - The Hub.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","6,239,251",30 Jul 2008 22:12
462,15 - Conclusion.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","3,130,471",30 Jul 2008 22:12
463,2 - The Journey Begins.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","5,207,727",30 Jul 2008 22:12
464,"3 - Entrance To Main Street, USA.mp3",.mp3,"\Audio Guide to WDW - Main Street, USA\","8,852,331",30 Jul 2008 22:12
465,4 - Crossroads Of An Era.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","7,204,736",30 Jul 2008 22:12
466,5 - Town Square.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","18,841,556",30 Jul 2008 22:12
467,6 - Main Street Vehicles and the Harmony Barber Shop.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","7,549,970",30 Jul 2008 22:12
468,7 - Town Square Exposition Hall.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","13,342,049",30 Jul 2008 22:12
469,8 - Forced Perspective.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","6,563,587",30 Jul 2008 22:12
470,9 - The Windows Of Main Street.mp3,.mp3,"\Audio Guide to WDW - Main Street, USA\","6,416,465",30 Jul 2008 22:12
472,"01 STRING QUARTET in B flat major, Op.4 B17 - 1. Allegro non troppo.wma",.wma,\B.C.Dvorak String Quartets-02\,"16,541,288",27 Jun 2007 22:26
473,"02 STRING QUARTET in B flat major, Op.4 B17 - 2. Largo.wma",.wma,\B.C.Dvorak String Quartets-02\,"22,357,888",27 Jun 2007 22:26
474,03 String Quartet in B flat major Op. 4 B17 3 Allegro con brio.wma,.wma,\B.C.Dvorak String Quartets-02\,"10,027,560",27 Jun 2007 22:26
475,04 String Quartet in B flat major Op. 4 B17 4 Finale- andante-allegro guisto-allegro con fuoco.wma,.wma,\B.C.Dvorak String Quartets-02\,"22,071,632",27 Jun 2007 22:26
476,05 Quartetsatz- andante appassionato.wma,.wma,\B.C.Dvorak String Quartets-02\,"10,134,884",27 Jun 2007 22:26
478,01 Viola Sonata in C miner(1823-24)-Adagio-allegro.wma,.wma,\B.C.Mendelssohn Chamber CD03\,"8,371,822",21 May 2010 13:32
479,02 Viola Sonata in C miner(1823-24)-Menuetto(allegro molto).wma,.wma,\B.C.Mendelssohn Chamber CD03\,"8,604,982",21 May 2010 13:32
480,03 Viola Sonata in C miner(1823-24)-Andante con variazioni.wma,.wma,\B.C.Mendelssohn Chamber CD03\,"17,302,436",21 May 2010 13:32
481,04 Clarinet Sonata in E flat major(1824)-Adagio-allegro moderato.wma,.wma,\B.C.Mendelssohn Chamber CD03\,"10,779,322",21 May 2010 13:32
482,05 Clarinet Sonata in E flat major(1824)-Andante.wma,.wma,\B.C.Mendelssohn Chamber CD03\,"8,264,902",21 May 2010 13:32
483,06 Clarinet Sonata in E flat major(1824)-Allegro moderato.wma,.wma,\B.C.Mendelssohn Chamber CD03\,"5,893,700",21 May 2010 13:32
484,07 String Quartet in D major Op. 44 No. 1 - Molto allegro vivace.wma,.wma,\B.C.Mendelssohn Chamber CD03\,"14,143,744",21 May 2010 13:32
485,"08 String Quartet in D major Op. 44 No. 1 - Menuetto,un poco allegro.wma",.wma,\B.C.Mendelssohn Chamber CD03\,"8,059,112",21 May 2010 13:32
486,09 String Quartet in D major Op. 44 No. 1 - Andante espressivo ma con moto.wma,.wma,\B.C.Mendelssohn Chamber CD03\,"9,025,508",21 May 2010 13:32
487,10 String Quartet in D major Op. 44 No. 1 - Presto con brio.wma,.wma,\B.C.Mendelssohn Chamber CD03\,"11,423,542",21 May 2010 13:32
489,01 Sextet Op.110- Allegro.wma,.wma,\B.C.Mendelssohn Chamber CD10 Piano sextet and octet\,"18,635,156",21 May 2010 13:33
490,02 Piano Sextet in D major Op. 110 - Adagio.wma,.wma,\B.C.Mendelssohn Chamber CD10 Piano sextet and octet\,"7,155,334",21 May 2010 13:33
491,03 Sextet Op.110- Menuetto.wma,.wma,\B.C.Mendelssohn Chamber CD10 Piano sextet and octet\,"4,578,276",21 May 2010 13:33
492,04 Piano Sextet in D major Op. 110 - Allegro vivace.wma,.wma,\B.C.Mendelssohn Chamber CD10 Piano sextet and octet\,"15,825,904",21 May 2010 13:33
493,05 Octet Op.20- Allegro.wma,.wma,\B.C.Mendelssohn Chamber CD10 Piano sextet and octet\,"20,451,998",21 May 2010 13:33
494,06 Octet Op.20- Andante.wma,.wma,\B.C.Mendelssohn Chamber CD10 Piano sextet and octet\,"10,448,134",21 May 2010 13:33
495,07 Octet Op.20- Scherzo.wma,.wma,\B.C.Mendelssohn Chamber CD10 Piano sextet and octet\,"6,511,014",21 May 2010 13:33
496,"08 Octet, for Strings, in E flat major Op. 20 - Presto.wma",.wma,\B.C.Mendelssohn Chamber CD10 Piano sextet and octet\,"9,204,470",21 May 2010 13:33
498,01 Concerto No1 D minor- Allegro.wma,.wma,"\Bach  Keyboard Concertos Nos. 1, 4 & 5\","23,878,710",08 Jul 2007 09:39
499,02 II-  Adagio.wma,.wma,"\Bach  Keyboard Concertos Nos. 1, 4 & 5\","6,600,538",08 Jul 2007 09:39
500,03 III-  Allegro.wma,.wma,"\Bach  Keyboard Concertos Nos. 1, 4 & 5\","9,329,682",08 Jul 2007 09:39
501,04 Concerto No2 A major- Allegro.wma,.wma,"\Bach  Keyboard Concertos Nos. 1, 4 & 5\","12,032,010",08 Jul 2007 09:39
502,05 Larghetto.wma,.wma,"\Bach  Keyboard Concertos Nos. 1, 4 & 5\","10,591,342",08 Jul 2007 09:39
503,06 III-  Allegro ma non tanto.wma,.wma,"\Bach  Keyboard Concertos Nos. 1, 4 & 5\","6,036,844",08 Jul 2007 09:39
504,07 Concerto No5 F minor- Allegro.wma,.wma,"\Bach  Keyboard Concertos Nos. 1, 4 & 5\","3,361,398",08 Jul 2007 09:39
505,08 Largo.wma,.wma,"\Bach  Keyboard Concertos Nos. 1, 4 & 5\","16,380,690",08 Jul 2007 09:39
506,09 Presto.wma,.wma,"\Bach  Keyboard Concertos Nos. 1, 4 & 5\","5,455,184",08 Jul 2007 09:39
507,10 Fuga.wma,.wma,"\Bach  Keyboard Concertos Nos. 1, 4 & 5\","4,560,358",08 Jul 2007 09:39
510,01 Track 1.wma,.wma,\Bach  St. Luke Passion\,"7,298,478",21 May 2010 12:38
511,02 Track 2.wma,.wma,\Bach  St. Luke Passion\,"1,375,106",21 May 2010 12:38
512,03 Track 3.wma,.wma,\Bach  St. Luke Passion\,"1,294,574",21 May 2010 12:38
513,04 Track 4.wma,.wma,\Bach  St. Luke Passion\,"301,346",21 May 2010 12:38
514,05 Track 5.wma,.wma,\Bach  St. Luke Passion\,"1,330,366",21 May 2010 12:38
515,06 Track 6.wma,.wma,\Bach  St. Luke Passion\,"489,254",21 May 2010 12:38
516,07 Track 7.wma,.wma,\Bach  St. Luke Passion\,"1,339,314",21 May 2010 12:38
517,08 Track 8.wma,.wma,\Bach  St. Luke Passion\,"3,057,330",21 May 2010 12:38
518,09 Track 9.wma,.wma,\Bach  St. Luke Passion\,"936,654",21 May 2010 12:38
519,10 Track 10.wma,.wma,\Bach  St. Luke Passion\,"1,741,974",21 May 2010 12:38
520,11 Track 11.wma,.wma,\Bach  St. Luke Passion\,"1,044,030",21 May 2010 12:38
521,12 Track 12.wma,.wma,\Bach  St. Luke Passion\,"2,583,086",21 May 2010 12:38
522,13 Track 13.wma,.wma,\Bach  St. Luke Passion\,"9,204,606",21 May 2010 12:38
523,14 Track 14.wma,.wma,\Bach  St. Luke Passion\,"891,914",21 May 2010 12:38
524,15 Track 15.wma,.wma,\Bach  St. Luke Passion\,"6,672,322",21 May 2010 12:38
525,16 Track 16.wma,.wma,\Bach  St. Luke Passion\,"1,303,522",21 May 2010 12:38
526,17 Track 17.wma,.wma,\Bach  St. Luke Passion\,"1,097,718",21 May 2010 12:38
527,18 Track 18.wma,.wma,\Bach  St. Luke Passion\,"2,860,474",21 May 2010 12:38
528,19 Track 19.wma,.wma,\Bach  St. Luke Passion\,"963,498",21 May 2010 12:38
529,20 Track 20.wma,.wma,\Bach  St. Luke Passion\,"1,070,874",21 May 2010 12:38
530,21 Track 21.wma,.wma,\Bach  St. Luke Passion\,"677,162",21 May 2010 12:38
531,22 Track 22.wma,.wma,\Bach  St. Luke Passion\,"3,379,458",21 May 2010 12:38
532,23 Track 23.wma,.wma,\Bach  St. Luke Passion\,"775,590",21 May 2010 12:38
533,24 Track 24.wma,.wma,\Bach  St. Luke Passion\,"1,894,090",21 May 2010 12:38
534,25 Track 25.wma,.wma,\Bach  St. Luke Passion\,"346,086",21 May 2010 12:38
535,26 Track 26.wma,.wma,\Bach  St. Luke Passion\,"1,393,002",21 May 2010 12:38
536,27 Track 27.wma,.wma,\Bach  St. Luke Passion\,"525,046",21 May 2010 12:38
537,28 Track 28.wma,.wma,\Bach  St. Luke Passion\,"1,249,834",21 May 2010 12:38
538,29 Track 29.wma,.wma,\Bach  St. Luke Passion\,"1,231,938",21 May 2010 12:38
539,30 Track 30.wma,.wma,\Bach  St. Luke Passion\,"1,160,354",21 May 2010 12:38
540,31 Track 31.wma,.wma,\Bach  St. Luke Passion\,"355,034",21 May 2010 12:38
541,32 Track 32.wma,.wma,\Bach  St. Luke Passion\,"1,088,770",21 May 2010 12:38
542,33 Track 33.wma,.wma,\Bach  St. Luke Passion\,"1,589,858",21 May 2010 12:38
543,34 Track 34.wma,.wma,\Bach  St. Luke Passion\,"1,044,030",21 May 2010 12:38
544,35 Track 35.wma,.wma,\Bach  St. Luke Passion\,"1,357,210",21 May 2010 12:38
545,36 Track 36.wma,.wma,\Bach  St. Luke Passion\,"355,034",21 May 2010 12:38
546,37 Track 37.wma,.wma,\Bach  St. Luke Passion\,"838,226",21 May 2010 12:38
547,38 Track 38.wma,.wma,\Bach  St. Luke Passion\,"981,394",21 May 2010 12:38
548,39 Track 39.wma,.wma,\Bach  St. Luke Passion\,"1,017,186",21 May 2010 12:38
549,40 Track 40.wma,.wma,\Bach  St. Luke Passion\,"1,777,766",21 May 2010 12:38
550,41 Track 41.wma,.wma,\Bach  St. Luke Passion\,"444,514",21 May 2010 12:38
551,42 Track 42.wma,.wma,\Bach  St. Luke Passion\,"3,531,574",21 May 2010 12:38
552,43 Track 43.wma,.wma,\Bach  St. Luke Passion\,"1,589,858",21 May 2010 12:38
553,44 Track 44.wma,.wma,\Bach  St. Luke Passion\,"1,312,470",21 May 2010 12:38
554,45 Track 45.wma,.wma,\Bach  St. Luke Passion\,"6,770,750",21 May 2010 12:38
555,46 Track 46.wma,.wma,\Bach  St. Luke Passion\,"1,867,246",21 May 2010 12:38
557,01 a1.wma,.wma,\Bach  St. Mark Passion\,"7,727,716",21 May 2010 12:38
558,02 a2.wma,.wma,\Bach  St. Mark Passion\,"3,934,008",21 May 2010 12:38
559,03 a3.wma,.wma,\Bach  St. Mark Passion\,"1,133,284",21 May 2010 12:38
560,04 a4.wma,.wma,\Bach  St. Mark Passion\,"2,913,936",21 May 2010 12:38
561,05 a5.wma,.wma,\Bach  St. Mark Passion\,"1,079,596",21 May 2010 12:38
562,06 a6.wma,.wma,\Bach  St. Mark Passion\,"4,059,280",21 May 2010 12:38
563,07 a7.wma,.wma,\Bach  St. Mark Passion\,"1,016,960",21 May 2010 12:38
564,08 a8.wma,.wma,\Bach  St. Mark Passion\,"5,267,260",21 May 2010 12:38
565,09 a9.wma,.wma,\Bach  St. Mark Passion\,"11,047,668",21 May 2010 12:38
566,10 b1.wma,.wma,\Bach  St. Mark Passion\,"1,473,308",21 May 2010 12:38
567,11 b2.wma,.wma,\Bach  St. Mark Passion\,"1,312,244",21 May 2010 12:38
568,12 b3.wma,.wma,\Bach  St. Mark Passion\,"3,343,440",21 May 2010 12:38
569,13 b4.wma,.wma,\Bach  St. Mark Passion\,"1,204,868",21 May 2010 12:38
570,14 b5.wma,.wma,\Bach  St. Mark Passion\,"1,330,140",21 May 2010 12:38
571,15 b6.wma,.wma,\Bach  St. Mark Passion\,"1,142,232",21 May 2010 12:38
572,16 b7.wma,.wma,\Bach  St. Mark Passion\,"2,770,768",21 May 2010 12:38
573,17 b8.wma,.wma,\Bach  St. Mark Passion\,"4,793,016",21 May 2010 12:38
574,18 b9.wma,.wma,\Bach  St. Mark Passion\,"1,526,996",21 May 2010 12:38
575,19 c1.wma,.wma,\Bach  St. Mark Passion\,"10,761,332",21 May 2010 12:38
576,20 c2.wma,.wma,\Bach  St. Mark Passion\,"1,500,152",21 May 2010 12:38
577,21 c3.wma,.wma,\Bach  St. Mark Passion\,"1,321,192",21 May 2010 12:38
578,22 c4.wma,.wma,\Bach  St. Mark Passion\,"882,740",21 May 2010 12:38
579,23 c5.wma,.wma,\Bach  St. Mark Passion\,"6,546,824",21 May 2010 12:38
582,01 Sonata no. 1 in G minor Adagio.wma,.wma,\Bach Sonatas & Partitas for violin\,"6,877,578",29 Jun 2007 22:01
583,02 Sonata no. 1 in G minor BWV 1001 - Fuga- Allegro.wma,.wma,\Bach Sonatas & Partitas for violin\,"8,399,156",29 Jun 2007 22:01
584,03 Sonata no. 1 in G minor BWV 1001 - Siciliana.wma,.wma,\Bach Sonatas & Partitas for violin\,"5,553,684",29 Jun 2007 22:01
585,04 Sonata no. 1 in G minor BWV 1001 - Presto.wma,.wma,\Bach Sonatas & Partitas for violin\,"4,470,970",29 Jun 2007 22:01
586,05 Partita no. 1 in B Minor-Allemanda.wma,.wma,\Bach Sonatas & Partitas for violin\,"7,432,744",29 Jun 2007 22:01
587,06 Partita no. 1 in B minor BWV 1002 - Double.wma,.wma,\Bach Sonatas & Partitas for violin\,"3,048,240",29 Jun 2007 22:01
588,07 Partita no. 1 in B minor BWV 1002 - Corrente.wma,.wma,\Bach Sonatas & Partitas for violin\,"3,316,684",29 Jun 2007 22:01
589,08 Partita no. 1 in B minor-  Double-  Presto.wma,.wma,\Bach Sonatas & Partitas for violin\,"4,784,118",29 Jun 2007 22:01
590,09 Partita no. 1 in B minor BWV 1002 - Sarabande.wma,.wma,\Bach Sonatas & Partitas for violin\,"3,987,786",29 Jun 2007 22:01
591,10 Partita no. 1 in B minor BWV 1002 - Double.wma,.wma,\Bach Sonatas & Partitas for violin\,"2,162,388",29 Jun 2007 22:01
592,11 Partita no. 1 in B minor BWV 1002 - Tempo di Borea.wma,.wma,\Bach Sonatas & Partitas for violin\,"3,674,616",29 Jun 2007 22:01
593,12 Partita no. 1 in B minor BWV 1002 - Double.wma,.wma,\Bach Sonatas & Partitas for violin\,"3,433,004",29 Jun 2007 22:01
594,13 Sonata no. 2 in A minor-  Grave.wma,.wma,\Bach Sonatas & Partitas for violin\,"6,439,510",29 Jun 2007 22:01
595,14 Sonata no. 2 in A minor-  Fuga.wma,.wma,\Bach Sonatas & Partitas for violin\,"11,790,412",29 Jun 2007 22:01
596,15 Sonata no. 2 in A minor-  Andante.wma,.wma,\Bach Sonatas & Partitas for violin\,"8,273,854",29 Jun 2007 22:01
597,16 Sonata no. 2 in A minor-  Allegro.wma,.wma,\Bach Sonatas & Partitas for violin\,"6,054,750",29 Jun 2007 22:01
599,01 Child Grove.wma,.wma,\Baroque & Early Music\,"2,752,548",29 Jun 2007 18:41
600,02 Offertory ' Felix namque'.wma,.wma,\Baroque & Early Music\,"2,627,590",29 Jun 2007 18:41
601,03 Rondellus 'Flos regalia'.wma,.wma,\Baroque & Early Music\,"4,622,992",29 Jun 2007 18:41
602,04 Three Parts upon a Ground.wma,.wma,\Baroque & Early Music\,"7,504,242",29 Jun 2007 18:41
603,05 Oh! that I on wings could rise.wma,.wma,\Baroque & Early Music\,"6,001,000",29 Jun 2007 18:41
604,"06 Sonata in A for oboe, cello, organ & guitar.wma",.wma,\Baroque & Early Music\,"4,488,824",29 Jun 2007 18:41
605,07 Lift up your heads.wma,.wma,\Baroque & Early Music\,"10,018,616",29 Jun 2007 18:41
606,08 Rejouissance.wma,.wma,\Baroque & Early Music\,"4,515,588",29 Jun 2007 18:41
607,09 Qual nave smarrita.wma,.wma,\Baroque & Early Music\,"8,103,756",29 Jun 2007 18:41
608,10 La bergamasca.wma,.wma,\Baroque & Early Music\,"5,714,626",29 Jun 2007 18:41
609,"11 Thy hand, Belinda ( Dido & Aeneas).wma",.wma,\Baroque & Early Music\,"5,947,308",29 Jun 2007 18:41
610,12 Pavan.wma,.wma,\Baroque & Early Music\,"7,110,538",29 Jun 2007 18:41
611,13 Celia has a thousand Charmes.wma,.wma,\Baroque & Early Music\,"3,173,416",29 Jun 2007 18:41
612,14 Musqetir Mars.wma,.wma,\Baroque & Early Music\,"6,126,236",29 Jun 2007 18:41
613,15 St Matthew Passion (opening).wma,.wma,\Baroque & Early Music\,"7,164,220",29 Jun 2007 18:41
614,16 Marche pour la ceremonie des Turcs ( Le bourgeois gentilhomme).wma,.wma,\Baroque & Early Music\,"7,862,228",29 Jun 2007 18:41
616,01 Stille Nacht.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,969,544",24 Aug 2009 13:20
617,02 O Tannenbaum.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"2,448,774",24 Aug 2009 13:20
618,03 Der Nussbaum.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,835,708",24 Aug 2009 13:20
619,05 Das Veilchen.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,039,332",24 Aug 2009 13:20
620,"06 Innsbuck, Ich Muss Dich Lassen.wma",.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"4,363,670",24 Aug 2009 13:20
621,07 An die Musik.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,441,996",24 Aug 2009 13:20
622,08 Zigeunerleben.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"4,408,382",24 Aug 2009 13:20
623,09 Wolcum Yole from A ceremony of Carols.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"2,010,364",24 Aug 2009 13:20
624,10 There Is No rose.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,782,026",24 Aug 2009 13:20
625,11 This Little Babe.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"2,108,750",24 Aug 2009 13:20
626,12 Balulalow.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"2,063,996",24 Aug 2009 13:20
627,13 Deo Gracis.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"2,019,258",24 Aug 2009 13:20
628,"14 An der schonen, blauen Donau.wma",.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"7,871,292",24 Aug 2009 13:20
629,15 Vergnugungszug.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"4,157,844",24 Aug 2009 13:20
630,16 Gold und Silber.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"8,855,536",24 Aug 2009 13:20
631,17 Eljen a Magyar.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,665,704",24 Aug 2009 13:20
632,18 Wo die Zitronen bluh'n.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"6,215,902",24 Aug 2009 13:20
633,19 Leichtes Blut.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,755,184",24 Aug 2009 13:20
634,20 Geschichten aus dem Wienerwald.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"6,412,774",24 Aug 2009 13:20
635,21 Tritsch-Tratsch Polka.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"4,166,806",24 Aug 2009 13:20
636,22 Radetzky Marsch.wma,.wma,\BBC Music Volume III Number 4  Music for the Festive Season\,"3,629,912",24 Aug 2009 13:20
638,01 Abdelazar Suite.wma,.wma,\BBC Radio Classics\,"15,306,476",27 Jun 2007 22:03
639,02 Egmont Overture.wma,.wma,\BBC Radio Classics\,"12,425,526",27 Jun 2007 22:03
640,03 A Midsummer Night's Dream- Wedding March.wma,.wma,\BBC Radio Classics\,"15,897,386",27 Jun 2007 22:03
641,04 Slavonic Dance.wma,.wma,\BBC Radio Classics\,"7,933,594",27 Jun 2007 22:03
642,05 II Emperor Waltz.wma,.wma,\BBC Radio Classics\,"14,939,914",27 Jun 2007 22:03
643,06 Prince Igor- Polovtsian Dances.wma,.wma,\BBC Radio Classics\,"17,194,828",27 Jun 2007 22:03
